"시도별",2025.05
"서울특별시",115.51
"부산광역시",116.28
"대구광역시",116.26
"인천광역시",116.90
"광주광역시",116.46
"대전광역시",115.90
"울산광역시",115.89
"세종특별자치시",116.47
"경기도",116.27
"강원특별자치도",117.85
"충청북도",116.96
"충청남도",116.71
"전라북도",116.39
"전라남도",117.16
"경상북도",117.02
"경상남도",116.24
"제주특별자치도",115.67
